SUBID,freezing,running,grooming
sub_1,14.708973688070683,5.204117821995169,8.700604662299156
sub_2,12.775558758485376,0.3387598227709532,5.225880625657737
sub_3,6.982626673295677,5.853597826790065,6.028248241636902
sub_4,13.080356702411898,4.291344340890646,7.16072104871273
sub_5,17.45925988313913,7.101307266857475,4.006136967800558
sub_6,0.3273100962171345,1.9334878795780241,1.3582085282541811
sub_7,7.908186460103928,3.3880066103301942,8.754338684957474
sub_8,6.503266145410997,0.3235092177055776,8.70206022169441
sub_9,15.384329328920828,5.069729567039758,9.072647939901799
sub_10,2.0826430703820074,3.4649728750810027,4.565571290440857
