SUBID,freezing,running,grooming
sub_1,6.2975624926737845,3.5434187902137637,8.520445064641535
sub_2,9.1720587000198055,7.916221162304282,4.765060623176396
sub_3,9.30406983058381,2.366674169898033,1.5180388512089849
sub_4,7.573439467388475,4.9703328823670745,0.4199447692371905
sub_5,5.183472546867785,6.296856114640832,3.5692921094596386
sub_6,6.362960680244747,8.321868008933961,6.741602118127048
sub_7,2.6974635254378287,3.1026893574744463,7.941961658652872
sub_8,16.314532596560706,1.1698826891370118,4.0445822244510055
sub_9,13.110302428196317,2.8718607127666473,2.313910552766174
sub_10,10.482346888035513,8.447083588689566,4.248617799021304
