SUBID,freezing,running,grooming
sub_1,13.184879058361153,0.07116780849173665,4.564471521880478
sub_2,19.533889466443526,1.668455391190946,9.143958175554872
sub_3,15.531247144260918,0.18142543733119965,8.717166383285075
sub_4,10.719454830893996,3.9236753061413765,1.7132331430912018
sub_5,12.543308164945863,1.9884817441925406,7.207717704586685
sub_6,16.287036319422093,7.305590950418264,7.869403392542154
sub_7,0.7816667280809498,0.29008852085098624,8.303113766014576
sub_8,15.320330891841882,6.923942430876195,0.029634309466928244
sub_9,20.842483508268604,4.834908549673855,1.1419628164730966
sub_10,6.999336845129396,5.402257998939604,5.331775564700365
