SUBID,freezing,running,grooming
sub_1,8.16257045886676,7.112872686702758,4.301474587991834
sub_2,7.080629195902958,3.4518679440952837,1.5252226986922324
sub_3,12.16703793298262,2.1753829810768366,7.259700882714242
sub_4,12.278875528086582,6.686463325750083,7.713182936422527
sub_5,0.7422642843071284,6.482502375729382,5.075989065226167
sub_6,7.2342900330119475,4.449227196164429,3.4386132983490825
sub_7,9.5751240156604,7.763678121846169,5.336465348955244
sub_8,0.48730302899000316,8.52135447319597,0.9610556764528155
sub_9,4.311234951621877,7.516278955154121,3.169225617311895
sub_10,16.185122002324597,7.384302301798016,5.348477407824248
