SUBID,freezing,running,grooming
sub_1,6.998759671674668,0.3222259390167892,4.7276696329936385
sub_2,13.347681676902743,7.815424383152276,2.4686122592538595
sub_3,12.598996992219169,2.433002842590213,0.382162700407207
sub_4,11.094569608662459,2.3519114614464343,4.322350546717644
sub_5,12.57036251296282,7.797162632923573,3.182764791417867
sub_6,12.927498062431608,1.7298289318569005,1.1887656641192734
sub_7,8.360739526076404,5.526850293390453,0.6724430271424353
sub_8,4.327330966146595,0.8941730856895447,5.470397637691349
sub_9,14.65306391773755,4.801576542668045,7.203131802380085
sub_10,12.651196107758985,4.972701298538595,2.945422404445708
